restid,nombre_restaurant,direccion,telefono,descripcion_restaurant,rid,pid,nombre_plato,descripcion,precio
1,"Maya, Laureano y Berríos",Calzada Oaxaca 028 Interior 803,+56996241052,Repellendus impedit harum quo ipsam nulla itaque. Expedita sequi ipsum repudiandae odio iure nostrum doloremque.,0,10,Alcachofas a la catalana,Doloremque atque temporibus quam qui libero vitae aspernatur. Quidem minus quod impedit. Est nesciunt pariatur cum excepturi magni.,18099.21
1,"Maya, Laureano y Berríos",Calzada Oaxaca 028 Interior 803,+56996241052,Repellendus impedit harum quo ipsam nulla itaque. Expedita sequi ipsum repudiandae odio iure nostrum doloremque.,0,11,Risotto de Gambas y Espárragos,Dignissimos provident iure quasi veniam modi consequatur. Unde quae eos temporibus.,19080.52
1,"Maya, Laureano y Berríos",Calzada Oaxaca 028 Interior 803,+56996241052,Repellendus impedit harum quo ipsam nulla itaque. Expedita sequi ipsum repudiandae odio iure nostrum doloremque.,0,12,Spaghetti con chipirones y verdurillas,Necessitatibus voluptatum harum molestias nihil sed hic. Corporis necessitatibus ut praesentium consequuntur error reprehenderit.,20293.66
1,"Maya, Laureano y Berríos",Calzada Oaxaca 028 Interior 803,+56996241052,Repellendus impedit harum quo ipsam nulla itaque. Expedita sequi ipsum repudiandae odio iure nostrum doloremque.,0,13,Salmonetes con tomate,Eligendi ab laudantium tempora beatae animi ipsa. Ipsa corporis voluptatum voluptates sed.,16362.25
1,"Maya, Laureano y Berríos",Calzada Oaxaca 028 Interior 803,+56996241052,Repellendus impedit harum quo ipsam nulla itaque. Expedita sequi ipsum repudiandae odio iure nostrum doloremque.,0,14,Cuscús con vinagreta de alcachofa asada,Exercitationem minima excepturi exercitationem tempora. Minus distinctio magni beatae suscipit aperiam. Voluptates quaerat incidunt illum veritatis voluptatum sequi.,3621.83
1,"Maya, Laureano y Berríos",Calzada Oaxaca 028 Interior 803,+56996241052,Repellendus impedit harum quo ipsam nulla itaque. Expedita sequi ipsum repudiandae odio iure nostrum doloremque.,0,15,"Ensalada de tomate, melon y huevos rellenos de jamon",Quibusdam consequuntur illum debitis ab id sequi dolores. Est esse vero minus.,5179.75
1,"Maya, Laureano y Berríos",Calzada Oaxaca 028 Interior 803,+56996241052,Repellendus impedit harum quo ipsam nulla itaque. Expedita sequi ipsum repudiandae odio iure nostrum doloremque.,0,16,Ensalada de trigueros y atún fresco,Exercitationem modi nostrum beatae ipsam cum.,5457.14
1,"Maya, Laureano y Berríos",Calzada Oaxaca 028 Interior 803,+56996241052,Repellendus impedit harum quo ipsam nulla itaque. Expedita sequi ipsum repudiandae odio iure nostrum doloremque.,0,17,Cuscús al estilo griego,Exercitationem veritatis autem ut. Doloremque reprehenderit labore odio laudantium fugiat. Incidunt porro maxime saepe laboriosam nemo. Quis quibusdam facilis possimus autem.,19714.65
1,"Maya, Laureano y Berríos",Calzada Oaxaca 028 Interior 803,+56996241052,Repellendus impedit harum quo ipsam nulla itaque. Expedita sequi ipsum repudiandae odio iure nostrum doloremque.,0,18,Macarrones con verduras,Officia optio ea eos. Vitae sunt necessitatibus beatae at voluptatum.,7947.8
1,"Maya, Laureano y Berríos",Calzada Oaxaca 028 Interior 803,+56996241052,Repellendus impedit harum quo ipsam nulla itaque. Expedita sequi ipsum repudiandae odio iure nostrum doloremque.,0,19,Habitas con jamón,Illum voluptatibus aliquam ipsa totam iure perspiciatis. Aliquam ullam officiis ad. Culpa illum velit corporis voluptatum quis.,13648.62
2,Morales-Granados S. R.L. de C.V.,"Retorno Almaraz 024 Edif. 764 , Depto. 581",+56962466743,Harum dicta molestias optio omnis ratione. Cum cumque incidunt deleniti unde dicta ipsum.,0,20,Atún a la plancha marinado en mostaza,Incidunt similique fugiat non. Corporis suscipit ducimus tenetur assumenda. Officiis a totam quod.,8984.7
2,Morales-Granados S. R.L. de C.V.,"Retorno Almaraz 024 Edif. 764 , Depto. 581",+56962466743,Harum dicta molestias optio omnis ratione. Cum cumque incidunt deleniti unde dicta ipsum.,0,21,Fideos con calabacines,Repellendus quaerat repudiandae nesciunt alias ratione laudantium. Adipisci nemo error rerum cupiditate. Blanditiis veritatis facilis amet excepturi sequi ratione.,16760.05
2,Morales-Granados S. R.L. de C.V.,"Retorno Almaraz 024 Edif. 764 , Depto. 581",+56962466743,Harum dicta molestias optio omnis ratione. Cum cumque incidunt deleniti unde dicta ipsum.,0,22,Espaguetis con puerros,Aperiam commodi eos ad error officia.,10408.36
2,Morales-Granados S. R.L. de C.V.,"Retorno Almaraz 024 Edif. 764 , Depto. 581",+56962466743,Harum dicta molestias optio omnis ratione. Cum cumque incidunt deleniti unde dicta ipsum.,0,23,Judías con chorizo,Labore similique sed repellat dignissimos. Id consequatur iure voluptatem libero fuga.,9300.54
2,Morales-Granados S. R.L. de C.V.,"Retorno Almaraz 024 Edif. 764 , Depto. 581",+56962466743,Harum dicta molestias optio omnis ratione. Cum cumque incidunt deleniti unde dicta ipsum.,0,24,Lomo con verduras,Cupiditate dicta repudiandae dolores.,4139.67
2,Morales-Granados S. R.L. de C.V.,"Retorno Almaraz 024 Edif. 764 , Depto. 581",+56962466743,Harum dicta molestias optio omnis ratione. Cum cumque incidunt deleniti unde dicta ipsum.,0,25,Macarrones con atún y tomate,Quisquam minus omnis unde accusantium sunt. Debitis nemo necessitatibus unde maiores. Quis a veniam.,13629.79
2,Morales-Granados S. R.L. de C.V.,"Retorno Almaraz 024 Edif. 764 , Depto. 581",+56962466743,Harum dicta molestias optio omnis ratione. Cum cumque incidunt deleniti unde dicta ipsum.,0,26,Ensalada de garbanzos a la naranja,Expedita dolores asperiores vitae excepturi quis ut rerum. Deserunt doloremque unde aperiam saepe repellat. Sunt laudantium facere provident provident magnam fuga. Debitis minima esse ipsum eligendi.,7809.01
2,Morales-Granados S. R.L. de C.V.,"Retorno Almaraz 024 Edif. 764 , Depto. 581",+56962466743,Harum dicta molestias optio omnis ratione. Cum cumque incidunt deleniti unde dicta ipsum.,0,27,"Risotto de champiñón, jamón y rúcola con puerro confitado",Quibusdam ex eum totam quo nemo. Quam quia quisquam totam dolorum eum beatae.,22005.29
2,Morales-Granados S. R.L. de C.V.,"Retorno Almaraz 024 Edif. 764 , Depto. 581",+56962466743,Harum dicta molestias optio omnis ratione. Cum cumque incidunt deleniti unde dicta ipsum.,0,28,Ensalada cariñosa,Animi officiis maxime. Eius impedit libero ad odit sapiente architecto.,14933.1
2,Morales-Granados S. R.L. de C.V.,"Retorno Almaraz 024 Edif. 764 , Depto. 581",+56962466743,Harum dicta molestias optio omnis ratione. Cum cumque incidunt deleniti unde dicta ipsum.,0,29,Macarrones con calabacin,Harum cupiditate placeat aliquid rerum quas. Possimus tempore fugit soluta molestiae eos assumenda. Omnis earum minus.,13845.66
3,Acuña-Salcido S.C.,Continuación Norte Soliz 368 259,+56967908765,Necessitatibus sunt ad quia. Sunt atque nemo officia enim iure aperiam.,0,30,Empanada de bonito,Labore error necessitatibus debitis aspernatur. Amet saepe alias mollitia sed temporibus.,17544.53
3,Acuña-Salcido S.C.,Continuación Norte Soliz 368 259,+56967908765,Necessitatibus sunt ad quia. Sunt atque nemo officia enim iure aperiam.,0,31,Verduras a la plancha,Iste sed recusandae iste. Inventore minus totam vitae accusamus odit numquam.,22447.57
3,Acuña-Salcido S.C.,Continuación Norte Soliz 368 259,+56967908765,Necessitatibus sunt ad quia. Sunt atque nemo officia enim iure aperiam.,0,32,Judías con chorizo,Velit alias magni officia molestiae aliquid. Inventore unde et ex.,23926.44
3,Acuña-Salcido S.C.,Continuación Norte Soliz 368 259,+56967908765,Necessitatibus sunt ad quia. Sunt atque nemo officia enim iure aperiam.,0,33,Lomo con verduras,Explicabo voluptatem libero illo mollitia culpa praesentium impedit. Ut aut ullam atque officiis itaque sapiente ad.,23850.43
3,Acuña-Salcido S.C.,Continuación Norte Soliz 368 259,+56967908765,Necessitatibus sunt ad quia. Sunt atque nemo officia enim iure aperiam.,0,34,Ensalada de Valencia,Tenetur dolore impedit accusantium vero natus. Facilis quas expedita aliquam. Tenetur exercitationem praesentium voluptas.,13595.21
3,Acuña-Salcido S.C.,Continuación Norte Soliz 368 259,+56967908765,Necessitatibus sunt ad quia. Sunt atque nemo officia enim iure aperiam.,0,35,Paella,Consectetur consequatur aliquid libero. Quisquam ut tempora assumenda sequi. Repudiandae nihil tempore quae.,16477.1
3,Acuña-Salcido S.C.,Continuación Norte Soliz 368 259,+56967908765,Necessitatibus sunt ad quia. Sunt atque nemo officia enim iure aperiam.,0,36,Arroz con champiñones y espárragos trigueros,Ducimus quas soluta tenetur rerum asperiores. Maxime inventore ea aliquid dignissimos earum laudantium.,17618.61
3,Acuña-Salcido S.C.,Continuación Norte Soliz 368 259,+56967908765,Necessitatibus sunt ad quia. Sunt atque nemo officia enim iure aperiam.,0,37,Salchichas al vino,Cum suscipit deserunt quisquam debitis. Fugit ab ex blanditiis cumque dicta non. Natus enim ipsam sint expedita eum.,8303.13
3,Acuña-Salcido S.C.,Continuación Norte Soliz 368 259,+56967908765,Necessitatibus sunt ad quia. Sunt atque nemo officia enim iure aperiam.,0,38,Caballa al horno,Quasi porro odit vitae itaque commodi quia. Nostrum quos laudantium alias quod quod facere. Ut eum fuga quas ad.,7907.09
3,Acuña-Salcido S.C.,Continuación Norte Soliz 368 259,+56967908765,Necessitatibus sunt ad quia. Sunt atque nemo officia enim iure aperiam.,0,39,Spaguetti con salsa de champiñones,Consequuntur necessitatibus illo. Iste suscipit voluptatum itaque laudantium exercitationem.,23515.84
4,"Laboratorios Zúñiga, Alvarado y Bañuelos",Calle Granada 503 722,+56921355991,Deleniti reprehenderit voluptates numquam odit assumenda voluptatem.,0,40,Solomillo al oporto,Unde deleniti laborum ducimus. Ullam nostrum ut modi ipsum. Ad maxime explicabo saepe modi veniam.,5654.25
4,"Laboratorios Zúñiga, Alvarado y Bañuelos",Calle Granada 503 722,+56921355991,Deleniti reprehenderit voluptates numquam odit assumenda voluptatem.,0,41,"Ensalada de rúcula, queso y frutos secos",Unde odio tempore quos enim. Officia velit autem vel quam. Autem quibusdam facilis.,10689.9
4,"Laboratorios Zúñiga, Alvarado y Bañuelos",Calle Granada 503 722,+56921355991,Deleniti reprehenderit voluptates numquam odit assumenda voluptatem.,0,42,Spaguetti carbonara,Magnam nisi recusandae molestiae delectus tenetur. Libero assumenda voluptatum enim.,18787.29
13,"Crespo, Nieves y Varela",Continuación Granada 425 Interior 042,+56919280596,Assumenda expedita eaque animi. Similique fugit optio doloribus. Tempora inventore nulla sapiente magnam qui.,2,130,Mafaldine a la livornese,Saepe veritatis minus ad minus. Porro iste dolor eaque impedit.,2151.58
4,"Laboratorios Zúñiga, Alvarado y Bañuelos",Calle Granada 503 722,+56921355991,Deleniti reprehenderit voluptates numquam odit assumenda voluptatem.,0,43,Estofado de ternera a la sidra,Repudiandae sint possimus autem. Autem quia deleniti facilis autem iure. Vitae architecto adipisci earum asperiores. Quos asperiores consequuntur quibusdam provident.,4637.19
4,"Laboratorios Zúñiga, Alvarado y Bañuelos",Calle Granada 503 722,+56921355991,Deleniti reprehenderit voluptates numquam odit assumenda voluptatem.,0,44,Spaguetti carbonara,Totam magni necessitatibus commodi quos culpa. Ipsum eum natus nihil cupiditate delectus ea. Aut ut commodi natus facere necessitatibus saepe laborum.,16921.87
4,"Laboratorios Zúñiga, Alvarado y Bañuelos",Calle Granada 503 722,+56921355991,Deleniti reprehenderit voluptates numquam odit assumenda voluptatem.,0,45,Bonito a la vasca,Eligendi itaque omnis vitae illum alias recusandae voluptates. Impedit qui voluptatibus voluptas fugiat quis. Adipisci explicabo maxime dicta aut omnis deleniti dicta.,13258.17
4,"Laboratorios Zúñiga, Alvarado y Bañuelos",Calle Granada 503 722,+56921355991,Deleniti reprehenderit voluptates numquam odit assumenda voluptatem.,0,46,Trucha con jamón,Tempore amet eveniet facere. Possimus tenetur quod sapiente aspernatur veritatis tempora. Sunt aliquid facilis impedit in.,22187.65
4,"Laboratorios Zúñiga, Alvarado y Bañuelos",Calle Granada 503 722,+56921355991,Deleniti reprehenderit voluptates numquam odit assumenda voluptatem.,0,47,Lenguado frito,Itaque aspernatur corporis provident. Fugit dolor cupiditate assumenda corrupti iusto. Quod beatae in omnis.,18435.02
4,"Laboratorios Zúñiga, Alvarado y Bañuelos",Calle Granada 503 722,+56921355991,Deleniti reprehenderit voluptates numquam odit assumenda voluptatem.,0,48,Atún a la plancha,Culpa culpa aliquam doloribus esse illo sapiente possimus.,18928.93
4,"Laboratorios Zúñiga, Alvarado y Bañuelos",Calle Granada 503 722,+56921355991,Deleniti reprehenderit voluptates numquam odit assumenda voluptatem.,0,49,Raviolis de queso y nueces con pesto de calabacines,Iste illo alias magnam modi. Sequi quaerat veritatis consequuntur non. Ea est ea veniam nihil libero accusamus.,13122.48
5,Club Oquendo-Cazares,"Eje vial Durango 450 Edif. 371 , Depto. 211",+56959287849,Recusandae cum cupiditate fugiat reiciendis quidem harum. Ullam dolorem minima cum aut aliquam quis. Rem recusandae voluptas labore sunt.,1,50,Estofado de ternera a la sidra,Facilis excepturi voluptatem soluta. Voluptatibus vitae repudiandae est at excepturi non.,5093.64
5,Club Oquendo-Cazares,"Eje vial Durango 450 Edif. 371 , Depto. 211",+56959287849,Recusandae cum cupiditate fugiat reiciendis quidem harum. Ullam dolorem minima cum aut aliquam quis. Rem recusandae voluptas labore sunt.,1,51,Solomillo al hojaldre,Repellendus fuga voluptates animi nisi dolore veritatis. Rerum voluptates quisquam dolor consequuntur unde laborum quasi.,22899.57
5,Club Oquendo-Cazares,"Eje vial Durango 450 Edif. 371 , Depto. 211",+56959287849,Recusandae cum cupiditate fugiat reiciendis quidem harum. Ullam dolorem minima cum aut aliquam quis. Rem recusandae voluptas labore sunt.,1,52,Fideos chinos con pollo y almendras,Libero magni nobis vero consequatur. Qui maxime voluptatum ipsam eaque tempore. Provident soluta ab quod dolorem iure ipsa. Dolore maiores soluta inventore facere corporis.,11353.33
5,Club Oquendo-Cazares,"Eje vial Durango 450 Edif. 371 , Depto. 211",+56959287849,Recusandae cum cupiditate fugiat reiciendis quidem harum. Ullam dolorem minima cum aut aliquam quis. Rem recusandae voluptas labore sunt.,1,53,Bacalao ajoarriero,Tempore perferendis minima vel modi numquam. Laborum necessitatibus eos maxime.,3623.62
5,Club Oquendo-Cazares,"Eje vial Durango 450 Edif. 371 , Depto. 211",+56959287849,Recusandae cum cupiditate fugiat reiciendis quidem harum. Ullam dolorem minima cum aut aliquam quis. Rem recusandae voluptas labore sunt.,1,54,Ensalada de pollo,Asperiores ipsum animi inventore vel placeat qui. Excepturi nemo consequatur consequatur.,13808.82
5,Club Oquendo-Cazares,"Eje vial Durango 450 Edif. 371 , Depto. 211",+56959287849,Recusandae cum cupiditate fugiat reiciendis quidem harum. Ullam dolorem minima cum aut aliquam quis. Rem recusandae voluptas labore sunt.,1,55,Pollo al ajillo,Mollitia in blanditiis inventore qui nesciunt.,23383.57
5,Club Oquendo-Cazares,"Eje vial Durango 450 Edif. 371 , Depto. 211",+56959287849,Recusandae cum cupiditate fugiat reiciendis quidem harum. Ullam dolorem minima cum aut aliquam quis. Rem recusandae voluptas labore sunt.,1,56,Ensalada veraniega,Unde non ipsam.,8350.28
5,Club Oquendo-Cazares,"Eje vial Durango 450 Edif. 371 , Depto. 211",+56959287849,Recusandae cum cupiditate fugiat reiciendis quidem harum. Ullam dolorem minima cum aut aliquam quis. Rem recusandae voluptas labore sunt.,1,57,Ensalada de pollo,Occaecati iusto animi fugit quis facere. Nihil odio nesciunt quod nulla consequatur harum.,20777.81
5,Club Oquendo-Cazares,"Eje vial Durango 450 Edif. 371 , Depto. 211",+56959287849,Recusandae cum cupiditate fugiat reiciendis quidem harum. Ullam dolorem minima cum aut aliquam quis. Rem recusandae voluptas labore sunt.,1,58,Garbanzos con pisto a la moruna,Cupiditate eos officia. Ex rerum molestias enim.,21985.31
5,Club Oquendo-Cazares,"Eje vial Durango 450 Edif. 371 , Depto. 211",+56959287849,Recusandae cum cupiditate fugiat reiciendis quidem harum. Ullam dolorem minima cum aut aliquam quis. Rem recusandae voluptas labore sunt.,1,59,"Ensalada de pollo, queso fresco y piñones",Dolorum itaque temporibus nobis. Odio iure sequi nostrum eius occaecati.,5318.75
6,Carrasco-Aguilar,Viaducto Oaxaca 830 Interior 593,+56934317313,Maxime earum perspiciatis blanditiis ratione at. Eos provident non exercitationem.,1,60,Legumbres salteadas con chorizo,Blanditiis quod dolor quas deserunt corrupti. Harum mollitia cum sint neque distinctio.,14746.75
6,Carrasco-Aguilar,Viaducto Oaxaca 830 Interior 593,+56934317313,Maxime earum perspiciatis blanditiis ratione at. Eos provident non exercitationem.,1,61,Pochas en vinagreta,Quasi consequuntur molestias blanditiis voluptate. Quasi nihil numquam cumque rem.,10105.4
6,Carrasco-Aguilar,Viaducto Oaxaca 830 Interior 593,+56934317313,Maxime earum perspiciatis blanditiis ratione at. Eos provident non exercitationem.,1,62,Revuelto de ajetes y gambas,Architecto tenetur delectus fuga. Sunt adipisci quisquam praesentium deleniti id.,9138.63
6,Carrasco-Aguilar,Viaducto Oaxaca 830 Interior 593,+56934317313,Maxime earum perspiciatis blanditiis ratione at. Eos provident non exercitationem.,1,63,Salchichas al vino,Aperiam officiis laboriosam id perspiciatis. Earum aspernatur dignissimos dicta.,13951.61
6,Carrasco-Aguilar,Viaducto Oaxaca 830 Interior 593,+56934317313,Maxime earum perspiciatis blanditiis ratione at. Eos provident non exercitationem.,1,64,Salmonetes con tomate,Cumque consequuntur illum accusantium. Nisi hic error minus. Recusandae praesentium tempora dicta provident at.,13011.33
6,Carrasco-Aguilar,Viaducto Oaxaca 830 Interior 593,+56934317313,Maxime earum perspiciatis blanditiis ratione at. Eos provident non exercitationem.,1,65,Caballa al horno,Et tempore dignissimos reiciendis occaecati nemo. Perspiciatis at inventore repellat rerum. Blanditiis reiciendis suscipit ad.,23589.36
6,Carrasco-Aguilar,Viaducto Oaxaca 830 Interior 593,+56934317313,Maxime earum perspiciatis blanditiis ratione at. Eos provident non exercitationem.,1,66,Esqueixada,Neque occaecati quibusdam vero sapiente magni. Ex repellendus sint alias inventore necessitatibus.,16925.16
6,Carrasco-Aguilar,Viaducto Oaxaca 830 Interior 593,+56934317313,Maxime earum perspiciatis blanditiis ratione at. Eos provident non exercitationem.,1,67,Fritada de bacalao y verduritas,Distinctio facilis veritatis ipsa. Dicta quae provident cupiditate doloribus recusandae. Earum molestiae laborum iure ipsum quaerat.,21506.01
6,Carrasco-Aguilar,Viaducto Oaxaca 830 Interior 593,+56934317313,Maxime earum perspiciatis blanditiis ratione at. Eos provident non exercitationem.,1,68,Fritada de pulpo,Impedit facere similique nulla. Amet laudantium repellendus quisquam explicabo vero officia.,17661.04
6,Carrasco-Aguilar,Viaducto Oaxaca 830 Interior 593,+56934317313,Maxime earum perspiciatis blanditiis ratione at. Eos provident non exercitationem.,1,69,Mafaldine a la livornese,Est atque exercitationem possimus alias numquam. Vero iusto vitae illum blanditiis.,19170.85
7,"Rolón, Bernal y Mota",Corredor Sur Vanegas 699 540,+56961499914,Nisi illo modi mollitia excepturi maiores rerum. Nemo aspernatur laborum tempore distinctio beatae. Placeat amet corporis voluptatibus maiores animi. Nostrum porro ipsam numquam cumque odio.,1,70,Huevos rellenos,Ab maiores commodi dolorum voluptate.,2822.19
7,"Rolón, Bernal y Mota",Corredor Sur Vanegas 699 540,+56961499914,Nisi illo modi mollitia excepturi maiores rerum. Nemo aspernatur laborum tempore distinctio beatae. Placeat amet corporis voluptatibus maiores animi. Nostrum porro ipsam numquam cumque odio.,1,71,Macarrones con atún y tomate,In repellendus architecto quasi cupiditate. Quae voluptatum sint quia.,2072.15
7,"Rolón, Bernal y Mota",Corredor Sur Vanegas 699 540,+56961499914,Nisi illo modi mollitia excepturi maiores rerum. Nemo aspernatur laborum tempore distinctio beatae. Placeat amet corporis voluptatibus maiores animi. Nostrum porro ipsam numquam cumque odio.,1,72,Pollo asado,Quasi ducimus perspiciatis doloribus reprehenderit doloremque. Amet deleniti vero esse id quod. Vel error labore cum asperiores.,24651.43
7,"Rolón, Bernal y Mota",Corredor Sur Vanegas 699 540,+56961499914,Nisi illo modi mollitia excepturi maiores rerum. Nemo aspernatur laborum tempore distinctio beatae. Placeat amet corporis voluptatibus maiores animi. Nostrum porro ipsam numquam cumque odio.,1,73,"Ensalada de naranja, rúcula y bacalao ahumado con aceite de mango y mostaza",Doloremque reiciendis asperiores enim assumenda. Architecto omnis veritatis magnam dolores. Rem quasi optio veritatis placeat iste.,12107.06
7,"Rolón, Bernal y Mota",Corredor Sur Vanegas 699 540,+56961499914,Nisi illo modi mollitia excepturi maiores rerum. Nemo aspernatur laborum tempore distinctio beatae. Placeat amet corporis voluptatibus maiores animi. Nostrum porro ipsam numquam cumque odio.,1,74,Ensalada del musico,Veniam qui porro laboriosam maxime molestias rem nulla. Iusto inventore ut sapiente eius nisi accusantium. Quos repellendus necessitatibus temporibus.,22761.88
7,"Rolón, Bernal y Mota",Corredor Sur Vanegas 699 540,+56961499914,Nisi illo modi mollitia excepturi maiores rerum. Nemo aspernatur laborum tempore distinctio beatae. Placeat amet corporis voluptatibus maiores animi. Nostrum porro ipsam numquam cumque odio.,1,75,Champiñones con puerros,Incidunt repudiandae animi suscipit. Unde itaque neque laudantium id aliquid. Pariatur ea ratione nobis quisquam laudantium iure.,9993.33
7,"Rolón, Bernal y Mota",Corredor Sur Vanegas 699 540,+56961499914,Nisi illo modi mollitia excepturi maiores rerum. Nemo aspernatur laborum tempore distinctio beatae. Placeat amet corporis voluptatibus maiores animi. Nostrum porro ipsam numquam cumque odio.,1,76,Ensalada de alubias,Voluptate enim provident dolorum. Dolore necessitatibus porro ullam earum. Delectus blanditiis tempore aperiam similique.,18185.25
7,"Rolón, Bernal y Mota",Corredor Sur Vanegas 699 540,+56961499914,Nisi illo modi mollitia excepturi maiores rerum. Nemo aspernatur laborum tempore distinctio beatae. Placeat amet corporis voluptatibus maiores animi. Nostrum porro ipsam numquam cumque odio.,1,77,Ensalada de Florinda Chico,Officia eaque ab laborum. Ducimus suscipit iusto perspiciatis officia similique quos. Natus saepe nam quidem aut voluptatem sint. Repellendus commodi iure.,10018.03
7,"Rolón, Bernal y Mota",Corredor Sur Vanegas 699 540,+56961499914,Nisi illo modi mollitia excepturi maiores rerum. Nemo aspernatur laborum tempore distinctio beatae. Placeat amet corporis voluptatibus maiores animi. Nostrum porro ipsam numquam cumque odio.,1,78,Atún a la plancha,Nisi ullam nisi sit iste cum. Iste id minus. Animi doloremque architecto laudantium doloribus exercitationem nisi. Placeat veritatis molestias tempora modi ab.,6520.29
7,"Rolón, Bernal y Mota",Corredor Sur Vanegas 699 540,+56961499914,Nisi illo modi mollitia excepturi maiores rerum. Nemo aspernatur laborum tempore distinctio beatae. Placeat amet corporis voluptatibus maiores animi. Nostrum porro ipsam numquam cumque odio.,1,79,Spaguetti con salmón,Nisi blanditiis explicabo quo. Temporibus dolor cupiditate.,14198.73
8,Ruelas S.C.,"Ampliación Carmona 135 Edif. 221 , Depto. 080",+56965648338,Accusamus necessitatibus voluptates accusamus. Ab a enim molestias omnis necessitatibus nobis. Ipsam reprehenderit quod facere accusamus blanditiis amet laboriosam. Accusantium explicabo non et deserunt ipsa.,1,80,Ensalada tibia de judías verdes con vinagreta de tomate,Quisquam pariatur sed nihil. Tempora enim debitis assumenda veniam ab veritatis. Dolor occaecati dolore nesciunt odit. Debitis esse delectus sapiente eveniet.,22269.69
8,Ruelas S.C.,"Ampliación Carmona 135 Edif. 221 , Depto. 080",+56965648338,Accusamus necessitatibus voluptates accusamus. Ab a enim molestias omnis necessitatibus nobis. Ipsam reprehenderit quod facere accusamus blanditiis amet laboriosam. Accusantium explicabo non et deserunt ipsa.,1,81,Taboulé,Praesentium illo tempora iure ab impedit. Odit optio at iusto excepturi architecto.,12803.96
