rid,nombre_parque,hectareas,descripcion_parque,tarifa,pid,sid,nombre_sendero,largo,dificultad,duracion
1,Parque Nacional Pan de Azúcar,388596,Consequuntur soluta laudantium quos. Maxime quis tenetur eaque quo aut rerum veniam. Laudantium ipsam assumenda occaecati impedit sint cupiditate.,5708.49,3,35,FUENTES DEL RÍO HONDÓN AL CERRO ALBARRACINEJO,10017.8843,PROFESIONAL,98
1,Parque Nacional Pan de Azúcar,388596,Consequuntur soluta laudantium quos. Maxime quis tenetur eaque quo aut rerum veniam. Laudantium ipsam assumenda occaecati impedit sint cupiditate.,5708.49,3,36,SUBIDA A LA SILLA DE BARBATE,3983.871,PROFESIONAL,169
1,Parque Nacional Pan de Azúcar,388596,Consequuntur soluta laudantium quos. Maxime quis tenetur eaque quo aut rerum veniam. Laudantium ipsam assumenda occaecati impedit sint cupiditate.,5708.49,3,37,LAS AGUILILLAS - LAS GUAREÑAS SALTADERO,6621.8026,PROFESIONAL,193
1,Parque Nacional Pan de Azúcar,388596,Consequuntur soluta laudantium quos. Maxime quis tenetur eaque quo aut rerum veniam. Laudantium ipsam assumenda occaecati impedit sint cupiditate.,5708.49,3,38,PUERTO DE LAS PALOMAS - CERRO DE COROS DE LA FRONTERA-PALOMAR DE LA BREÑA,8522.9536,MUY BAJA,112
1,Parque Nacional Pan de Azúcar,388596,Consequuntur soluta laudantium quos. Maxime quis tenetur eaque quo aut rerum veniam. Laudantium ipsam assumenda occaecati impedit sint cupiditate.,5708.49,3,39,RUTA DE LOS MOLINOS DE SETENIL AL ALJIBE,9620.2272,MEDIA,87
1,Parque Nacional Pan de Azúcar,388596,Consequuntur soluta laudantium quos. Maxime quis tenetur eaque quo aut rerum veniam. Laudantium ipsam assumenda occaecati impedit sint cupiditate.,5708.49,3,40,ARROYO DE SAN CARLOS DEL TIRADERO ,19520.3161,MUY BAJA,265
1,Parque Nacional Pan de Azúcar,388596,Consequuntur soluta laudantium quos. Maxime quis tenetur eaque quo aut rerum veniam. Laudantium ipsam assumenda occaecati impedit sint cupiditate.,5708.49,3,41,VÍA VERDE MATAGORDA ,17633.4999,PROFESIONAL,59
1,Parque Nacional Pan de Azúcar,388596,Consequuntur soluta laudantium quos. Maxime quis tenetur eaque quo aut rerum veniam. Laudantium ipsam assumenda occaecati impedit sint cupiditate.,5708.49,3,42,CORREDOR VERDE DEL LITORAL COSTA BALLENA-CHIPIONA DE LAS PALOMAS - CERRO DE COROS,3968.2843,MEDIA,264
1,Parque Nacional Pan de Azúcar,388596,Consequuntur soluta laudantium quos. Maxime quis tenetur eaque quo aut rerum veniam. Laudantium ipsam assumenda occaecati impedit sint cupiditate.,5708.49,3,43,DE SETENIL A CAÑOS SANTOS AL TAJO LAGARÍN,4776.3453,MEDIA,280
1,Parque Nacional Pan de Azúcar,388596,Consequuntur soluta laudantium quos. Maxime quis tenetur eaque quo aut rerum veniam. Laudantium ipsam assumenda occaecati impedit sint cupiditate.,5708.49,3,44,TAJO DE LAS FIGURAS DE LA ERA EMPEDRADA,19367.3605,MUY BAJA,206
1,Reserva Nacional La Chimba,489423,Ullam suscipit repellat nostrum saepe.,4015.7,4,45,PINAR DE LA ALGAIDA-SALINA DESAMPARADOS DEL ARROYO DE LA GARGANTA DEL BOYAR,8701.5725,MUY ALTA,139
1,Reserva Nacional La Chimba,489423,Ullam suscipit repellat nostrum saepe.,4015.7,4,46,ARROYOMOLINOS AMIGOS - RÍO ARILLO,4483.3224,MUY BAJA,289
1,Reserva Nacional La Chimba,489423,Ullam suscipit repellat nostrum saepe.,4015.7,4,47,CAÑADA REAL DE JEREZ A RONDA DEL VIAJERO,14642.5505,MUY BAJA,286
1,Reserva Nacional La Chimba,489423,Ullam suscipit repellat nostrum saepe.,4015.7,4,48,LOS ALGARBES-BETIJUELO TREN DEL AZÚCAR,10441.8817,MEDIA,168
1,Reserva Nacional La Chimba,489423,Ullam suscipit repellat nostrum saepe.,4015.7,4,49,CORDEL DE MORÓN-MIRADOR DE LAS TOSCAS DEL RATÓN,18489.0616,MUY BAJA,53
1,Reserva Nacional La Chimba,489423,Ullam suscipit repellat nostrum saepe.,4015.7,4,50,CERRO DEL ÁGUILA VERDE DE SAN FERNANDO,15563.9416,MEDIA,76
1,Reserva Nacional La Chimba,489423,Ullam suscipit repellat nostrum saepe.,4015.7,4,51,CERRO DEL TAMBOR CAÑILLO,16225.7436,MEDIA,84
1,Reserva Nacional La Chimba,489423,Ullam suscipit repellat nostrum saepe.,4015.7,4,52,VEREDA DE LA ASOMADA VERDE DOS BAHÍAS,18522.4426,MUY BAJA,238
1,Reserva Nacional La Chimba,489423,Ullam suscipit repellat nostrum saepe.,4015.7,4,53,MURTA DE BOLONIA,11895.1676,MUY BAJA,94
1,Reserva Nacional La Chimba,489423,Ullam suscipit repellat nostrum saepe.,4015.7,4,54,DEL ACANTILADO DE BOLONIA-PULIDO,19811.9596,MEDIA,267
1,Reserva Nacional La Chimba,489423,Ullam suscipit repellat nostrum saepe.,4015.7,4,55,EL TORREÓN DEL RIO TREJO,10364.9293,BAJA,197
1,Reserva Nacional La Chimba,489423,Ullam suscipit repellat nostrum saepe.,4015.7,4,56,SUBIDA AL PICACHO ALBINA,3286.744,MUY ALTA,219
1,Reserva Nacional La Chimba,489423,Ullam suscipit repellat nostrum saepe.,4015.7,4,57,LA CALZADA ROMANA DE MILLAN,18372.0578,PROFESIONAL,43
1,Reserva Nacional La Chimba,489423,Ullam suscipit repellat nostrum saepe.,4015.7,4,58,VEREDA DE BARBATE DE LA REGINOSA,9287.9562,MEDIA,186
1,Reserva Nacional La Chimba,489423,Ullam suscipit repellat nostrum saepe.,4015.7,4,59,DESCENSO DEL ARROYO DE LA GARGANTA DEL BOYAR ALBINA,18009.9994,ALTA,95
1,Parque Nacional Morro Moreno,765501,Praesentium reiciendis esse harum amet qui esse. Nulla odio incidunt ipsum quasi.,21917.22,5,60,LAGUNA DE TARAJE Y SAN ANTONIO ROCINEJO,17818.6015,BAJA,258
1,Parque Nacional Morro Moreno,765501,Praesentium reiciendis esse harum amet qui esse. Nulla odio incidunt ipsum quasi.,21917.22,5,61,ANTIGUA SALINA-FANGOS MAREALES DEL RÍO BARBATE TESORILLO,14042.1602,BAJA,154
1,Parque Nacional Morro Moreno,765501,Praesentium reiciendis esse harum amet qui esse. Nulla odio incidunt ipsum quasi.,21917.22,5,62,VÍA VERDE DE LA COSTA NOROESTE DE FUENTE AMARGA,6198.9617,ALTA,166
1,Parque Nacional Morro Moreno,765501,Praesentium reiciendis esse harum amet qui esse. Nulla odio incidunt ipsum quasi.,21917.22,5,63,EL SALTADERO MUELA-LOS NACIMIENTOS,19959.8255,BAJA,255
1,Parque Nacional Morro Moreno,765501,Praesentium reiciendis esse harum amet qui esse. Nulla odio incidunt ipsum quasi.,21917.22,5,64,FUENTES RURALES DE BENALUP-CASAS VIEJAS DEL GUADIARO,11904.2939,MUY ALTA,261
1,Parque Nacional Morro Moreno,765501,Praesentium reiciendis esse harum amet qui esse. Nulla odio incidunt ipsum quasi.,21917.22,5,65,SIERRA DEL CALVARIO DE PUERTO OSCURO,1881.2855,ALTA,286
1,Parque Nacional Morro Moreno,765501,Praesentium reiciendis esse harum amet qui esse. Nulla odio incidunt ipsum quasi.,21917.22,5,66,LAS VENTAS TRASHUMANTES VERDE DOS BAHIAS. TRAMO IV,8248.0792,BAJA,146
1,Parque Nacional Morro Moreno,765501,Praesentium reiciendis esse harum amet qui esse. Nulla odio incidunt ipsum quasi.,21917.22,5,67,SUBIDA AL TAJO DE UTRERA DEL BOQUERÓN,10373.871,ALTA,129
1,Parque Nacional Morro Moreno,765501,Praesentium reiciendis esse harum amet qui esse. Nulla odio incidunt ipsum quasi.,21917.22,5,68,LAS PLATERAS AL PICO ALBARRACÍN,6039.4076,BAJA,272
1,Parque Nacional Morro Moreno,765501,Praesentium reiciendis esse harum amet qui esse. Nulla odio incidunt ipsum quasi.,21917.22,5,69,DOLMEN DE LOS LAJARES Y CANCHA BERMEJA PLATERAS,10385.3322,BAJA,201
1,Parque Nacional Morro Moreno,765501,Praesentium reiciendis esse harum amet qui esse. Nulla odio incidunt ipsum quasi.,21917.22,5,70,ZAHARA DE LOS ATUNES-ATLANTERRA DEL RETÍN Y LA PLATA,5048.4044,BAJA,253
1,Parque Nacional Morro Moreno,765501,Praesentium reiciendis esse harum amet qui esse. Nulla odio incidunt ipsum quasi.,21917.22,5,71,ALGODONALES-LOS NACIMIENTOS DE LA ASOMADA,13861.649,ALTA,137
1,Parque Nacional Morro Moreno,765501,Praesentium reiciendis esse harum amet qui esse. Nulla odio incidunt ipsum quasi.,21917.22,5,72,LA LADERA CAÑILLO,9942.55,MEDIA,107
1,Parque Nacional Morro Moreno,765501,Praesentium reiciendis esse harum amet qui esse. Nulla odio incidunt ipsum quasi.,21917.22,5,73,CABO DE TRAFALGAR-CONIL DE LA FRONTERA DE LAS MOCITAS,17383.844,BAJA,297
1,Parque Nacional Morro Moreno,765501,Praesentium reiciendis esse harum amet qui esse. Nulla odio incidunt ipsum quasi.,21917.22,5,74,MONTE DE LA TORRE DEL RÍO HONDÓN,12101.3311,MUY ALTA,204
1,Monumento Natural Paposo Norte,244363,Et molestiae voluptatum quo iste veniam. Voluptatibus optio eveniet rerum voluptates fuga. A aliquam nam.,7964.7,6,75,EL SALTILLO DE LOS POZOS,3036.7412,BAJA,152
1,Monumento Natural Paposo Norte,244363,Et molestiae voluptatum quo iste veniam. Voluptatibus optio eveniet rerum voluptates fuga. A aliquam nam.,7964.7,6,76,RUTA DEL VIAJERO RECREATIVA PINAR DEL REY,1098.1605,MEDIA,124
1,Monumento Natural Paposo Norte,244363,Et molestiae voluptatum quo iste veniam. Voluptatibus optio eveniet rerum voluptates fuga. A aliquam nam.,7964.7,6,77,LA BODEGA DE MEDINA,19272.1529,MUY BAJA,127
1,Monumento Natural Paposo Norte,244363,Et molestiae voluptatum quo iste veniam. Voluptatibus optio eveniet rerum voluptates fuga. A aliquam nam.,7964.7,6,78,RUINAS DE ESPERILLA DEL RINCONCILLO,19094.6602,ALTA,123
1,Monumento Natural Paposo Norte,244363,Et molestiae voluptatum quo iste veniam. Voluptatibus optio eveniet rerum voluptates fuga. A aliquam nam.,7964.7,6,79,LA BODEGA DEL CAPITÁN,4474.0223,MUY ALTA,300
1,Monumento Natural Paposo Norte,244363,Et molestiae voluptatum quo iste veniam. Voluptatibus optio eveniet rerum voluptates fuga. A aliquam nam.,7964.7,6,80,LA MUELA-LOS NACIMIENTOS DE LAS MOCITAS,1562.4437,MUY ALTA,269
1,Monumento Natural Paposo Norte,244363,Et molestiae voluptatum quo iste veniam. Voluptatibus optio eveniet rerum voluptates fuga. A aliquam nam.,7964.7,6,81,RUTA DE LOS BANDOLEROS VERDE DE CHICLANA,10276.1882,ALTA,268
1,Monumento Natural Paposo Norte,244363,Et molestiae voluptatum quo iste veniam. Voluptatibus optio eveniet rerum voluptates fuga. A aliquam nam.,7964.7,6,82,DOLMEN DE LOS LAJARES Y CANCHA BERMEJA DEL CAPITÁN,17887.794,MEDIA,250
1,Monumento Natural Paposo Norte,244363,Et molestiae voluptatum quo iste veniam. Voluptatibus optio eveniet rerum voluptates fuga. A aliquam nam.,7964.7,6,83,LLANO DEL REPUBLICANO DEL AGUILA PINAR DEL REY,4036.1931,MEDIA,127
1,Monumento Natural Paposo Norte,244363,Et molestiae voluptatum quo iste veniam. Voluptatibus optio eveniet rerum voluptates fuga. A aliquam nam.,7964.7,6,84,GARGANTA DE MILLAN DE BOGAS,19472.3543,MEDIA,182
1,Monumento Natural Paposo Norte,244363,Et molestiae voluptatum quo iste veniam. Voluptatibus optio eveniet rerum voluptates fuga. A aliquam nam.,7964.7,6,85,SUBIDA A LA SILLA TRES PINOS,8243.0465,ALTA,252
1,Monumento Natural Paposo Norte,244363,Et molestiae voluptatum quo iste veniam. Voluptatibus optio eveniet rerum voluptates fuga. A aliquam nam.,7964.7,6,86,SUBIDA AL PICACHO ,15410.7487,ALTA,43
1,Monumento Natural Paposo Norte,244363,Et molestiae voluptatum quo iste veniam. Voluptatibus optio eveniet rerum voluptates fuga. A aliquam nam.,7964.7,6,87,RÍO GUADALMESÍ DE LOS MOLINOS DE SETENIL,15649.4846,PROFESIONAL,86
1,Monumento Natural Paposo Norte,244363,Et molestiae voluptatum quo iste veniam. Voluptatibus optio eveniet rerum voluptates fuga. A aliquam nam.,7964.7,6,88,RUTA DE LOS MOLINOS ALMORAIMA,1290.164,BAJA,173
1,Monumento Natural Paposo Norte,244363,Et molestiae voluptatum quo iste veniam. Voluptatibus optio eveniet rerum voluptates fuga. A aliquam nam.,7964.7,6,89,LAS QUEBRADAS SALINA-FANGOS MAREALES DEL RÍO BARBATE,14049.3432,ALTA,282
1,Parque Nacional Llullaillaco,573728,Accusamus dolores sit exercitationem molestias. Nesciunt hic nulla sunt.,15397.01,7,90,CONIL DE LA FRONTERA-VEJER DE LA FRONTERA DE MECA,11363.0245,MUY ALTA,35
1,Parque Nacional Llullaillaco,573728,Accusamus dolores sit exercitationem molestias. Nesciunt hic nulla sunt.,15397.01,7,91,EL SALTILLO DE PUERTO OSCURO,7412.9761,BAJA,140
1,Parque Nacional Llullaillaco,573728,Accusamus dolores sit exercitationem molestias. Nesciunt hic nulla sunt.,15397.01,7,92,CAÑADA REAL LOS RATONES DE SAN ANTÓN,3712.475,PROFESIONAL,243
1,Parque Nacional Llullaillaco,573728,Accusamus dolores sit exercitationem molestias. Nesciunt hic nulla sunt.,15397.01,7,93,LA PRESA DEL EMBALSE DE BARBATE DEL EMBALSE DE BORNOS,6022.4216,MUY BAJA,180
1,Parque Nacional Llullaillaco,573728,Accusamus dolores sit exercitationem molestias. Nesciunt hic nulla sunt.,15397.01,7,94,ALGODONALES-LOS NACIMIENTOS DE EL BOSQUE-CAMINO DEL ESPINO,9125.4485,PROFESIONAL,76
1,Parque Nacional Llullaillaco,573728,Accusamus dolores sit exercitationem molestias. Nesciunt hic nulla sunt.,15397.01,7,95,ESTUARIO DEL GUADIARO DE LOS MARCHANTES,19148.5952,MUY ALTA,57
1,Parque Nacional Llullaillaco,573728,Accusamus dolores sit exercitationem molestias. Nesciunt hic nulla sunt.,15397.01,7,96,RUTA DEL VIAJERO VERDE DE SANLÚCAR DE BARRAMEDA,7859.6625,PROFESIONAL,172
1,Parque Nacional Llullaillaco,573728,Accusamus dolores sit exercitationem molestias. Nesciunt hic nulla sunt.,15397.01,7,97,VEREDA DE UBRIQUE - ASOMADILLA DEL EMBALSE DE ARCOS,5899.0496,BAJA,75
1,Parque Nacional Llullaillaco,573728,Accusamus dolores sit exercitationem molestias. Nesciunt hic nulla sunt.,15397.01,7,98,ASCENSO AL TAJO LAGARÍN AURELIA,5095.6241,MEDIA,59
1,Parque Nacional Llullaillaco,573728,Accusamus dolores sit exercitationem molestias. Nesciunt hic nulla sunt.,15397.01,7,99,GARGANTA DE BARRIDA FUENTES,15424.3192,PROFESIONAL,189
1,Parque Nacional Llullaillaco,573728,Accusamus dolores sit exercitationem molestias. Nesciunt hic nulla sunt.,15397.01,7,100,EL PALANCAR DE SAN CARLOS DEL TIRADERO,7803.0833,MEDIA,162
1,Parque Nacional Llullaillaco,573728,Accusamus dolores sit exercitationem molestias. Nesciunt hic nulla sunt.,15397.01,7,101,DOLMEN DE LOS LAJARES Y CANCHA BERMEJA ACANTILADO,1988.8588,BAJA,253
1,Parque Nacional Llullaillaco,573728,Accusamus dolores sit exercitationem molestias. Nesciunt hic nulla sunt.,15397.01,7,102,RÍO GUADALMESÍ DEL PALMONES,5527.3248,MEDIA,192
1,Parque Nacional Llullaillaco,573728,Accusamus dolores sit exercitationem molestias. Nesciunt hic nulla sunt.,15397.01,7,103,CAMPOBUCHE SALINA-FANGOS MAREALES DEL RÍO BARBATE,10898.1233,ALTA,46
1,Parque Nacional Llullaillaco,573728,Accusamus dolores sit exercitationem molestias. Nesciunt hic nulla sunt.,15397.01,7,104,SALTO DEL CABRERO DEL BARBATE,9141.2713,PROFESIONAL,269
1,Monumento Natural La Portada,877320,Pariatur sequi facilis. Dolor id assumenda. Quidem sint at dolore ut earum.,14969.19,8,105,VEREDA DE UBRIQUE - ASOMADILLA GANADERAS DE JIMENA,13423.1187,MUY ALTA,278
1,Monumento Natural La Portada,877320,Pariatur sequi facilis. Dolor id assumenda. Quidem sint at dolore ut earum.,14969.19,8,106,LA ALBINA DE ESPERILLA,6123.4579,BAJA,261
1,Monumento Natural La Portada,877320,Pariatur sequi facilis. Dolor id assumenda. Quidem sint at dolore ut earum.,14969.19,8,107,SUBIDA AL CERRO VERDUGO PLATERAS,15114.9273,MUY ALTA,49
1,Monumento Natural La Portada,877320,Pariatur sequi facilis. Dolor id assumenda. Quidem sint at dolore ut earum.,14969.19,8,108,SALTO DEL CABRERO AL ALJIBE,5068.5124,PROFESIONAL,183
1,Monumento Natural La Portada,877320,Pariatur sequi facilis. Dolor id assumenda. Quidem sint at dolore ut earum.,14969.19,8,109,CAMINO DE LA ERA EMPEDRADA DE HIGUERÓN,8516.1141,PROFESIONAL,220
1,Monumento Natural La Portada,877320,Pariatur sequi facilis. Dolor id assumenda. Quidem sint at dolore ut earum.,14969.19,8,110,CAMINO DE LOS CHARCONES VERDE DE SAN ROQUE,18188.1873,BAJA,154
1,Monumento Natural La Portada,877320,Pariatur sequi facilis. Dolor id assumenda. Quidem sint at dolore ut earum.,14969.19,8,111,FUENTES DEL RÍO HONDÓN DE MONTECOCHE,8085.2094,MUY BAJA,299
1,Monumento Natural La Portada,877320,Pariatur sequi facilis. Dolor id assumenda. Quidem sint at dolore ut earum.,14969.19,8,112,EL TORREÓN ALGARBES-BETIJUELO,19890.6616,MUY BAJA,272
1,Monumento Natural La Portada,877320,Pariatur sequi facilis. Dolor id assumenda. Quidem sint at dolore ut earum.,14969.19,8,113,EL CABRITO - PUERTO DEL BUJEO DE LOS LAJARES Y CANCHA BERMEJA,3287.7992,MUY ALTA,206
1,Monumento Natural La Portada,877320,Pariatur sequi facilis. Dolor id assumenda. Quidem sint at dolore ut earum.,14969.19,8,114,RÍO HOZGARGANTA DE BARRIDA,16744.9906,BAJA,57
1,Monumento Natural La Portada,877320,Pariatur sequi facilis. Dolor id assumenda. Quidem sint at dolore ut earum.,14969.19,8,115,RÍO DE LA MIEL DE SAN CARLOS DEL TIRADERO,13555.5258,MUY BAJA,67
1,Monumento Natural La Portada,877320,Pariatur sequi facilis. Dolor id assumenda. Quidem sint at dolore ut earum.,14969.19,8,116,LAGUNA DE BENAJIMA VERDE DEL LITORAL COSTA BALLENA-CHIPIONA,3296.0547,ALTA,286
1,Monumento Natural La Portada,877320,Pariatur sequi facilis. Dolor id assumenda. Quidem sint at dolore ut earum.,14969.19,8,117,DEHESA DEL BOYAR DE LA REGINOSA,7994.4703,BAJA,285
1,Monumento Natural La Portada,877320,Pariatur sequi facilis. Dolor id assumenda. Quidem sint at dolore ut earum.,14969.19,8,118,LAS AGUILILLAS - LAS GUAREÑAS DEL MORO,12672.4396,MEDIA,142
1,Monumento Natural La Portada,877320,Pariatur sequi facilis. Dolor id assumenda. Quidem sint at dolore ut earum.,14969.19,8,119,LOMAS GANADERAS DE JIMENA DE TRAFALGAR-CAÑOS DE MECA,10983.7006,BAJA,160
